Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
1/1/19,0,0,0,0,0
1/1/19,2,1,0,1,0
1/1/19,1,0,0,0,1
1/1/19,0,0,0,0,0
1/1/19,1,0,0,1,0
1/1/19,1,0,0,1,0
1/1/19,2,0,0,1,1
1/1/19,5,1,0,2,2
1/1/19,17,8,3,1,5
1/1/19,57,18,17,12,10
1/1/19,87,20,29,12,26
1/1/19,137,28,18,34,57
1/1/19,104,20,17,25,42
1/1/19,134,15,24,42,53
1/1/19,146,18,22,53,53
1/1/19,105,24,22,41,18
1/1/19,55,16,20,11,8
1/1/19,12,2,5,3,2
1/1/19,15,4,4,4,3
1/1/19,4,1,2,1,0
1/1/19,2,0,1,0,1
1/1/19,3,1,2,0,0
1/1/19,3,1,0,0,2
1/1/19,0,0,0,0,0
1/2/19,0,0,0,0,0
1/2/19,0,0,0,0,0
1/2/19,0,0,0,0,0
1/2/19,0,0,0,0,0
1/2/19,1,0,0,1,0
1/2/19,11,1,2,8,0
1/2/19,25,0,2,22,1
1/2/19,32,3,3,26,0
1/2/19,62,8,7,40,7
1/2/19,54,10,15,21,8
1/2/19,31,5,8,11,7
1/2/19,35,11,12,8,4
1/2/19,40,8,11,9,12
1/2/19,47,9,10,13,15
1/2/19,45,15,6,12,12
1/2/19,53,16,9,5,23
1/2/19,71,14,11,18,28
1/2/19,72,5,4,6,57
1/2/19,34,0,0,4,30
1/2/19,21,2,3,4,12
1/2/19,5,0,0,0,5
1/2/19,4,0,0,4,0
1/2/19,1,0,0,0,1
1/2/19,1,0,0,0,1
1/3/19,0,0,0,0,0
1/3/19,0,0,0,0,0
1/3/19,0,0,0,0,0
1/3/19,0,0,0,0,0
1/3/19,2,0,0,2,0
1/3/19,8,0,0,7,1
1/3/19,20,2,2,15,1
1/3/19,32,1,5,23,3
1/3/19,46,8,10,25,3
1/3/19,35,8,8,16,3
1/3/19,27,12,9,3,3
1/3/19,26,5,6,8,7
1/3/19,33,10,13,6,4
1/3/19,30,9,10,4,7
1/3/19,20,2,4,7,7
1/3/19,19,4,5,1,9
1/3/19,29,3,4,3,19
1/3/19,47,5,8,4,30
1/3/19,28,3,1,4,20
1/3/19,15,0,2,1,12
1/3/19,2,0,1,0,1
1/3/19,2,0,0,1,1
1/3/19,0,0,0,0,0
1/3/19,0,0,0,0,0
1/4/19,0,0,0,0,0
1/4/19,0,0,0,0,0
1/4/19,0,0,0,0,0
1/4/19,2,0,0,0,2
1/4/19,1,0,0,1,0
1/4/19,6,0,0,4,2
1/4/19,18,2,1,14,1
1/4/19,35,3,4,23,5
1/4/19,67,11,11,37,8
1/4/19,50,6,11,25,8
1/4/19,52,14,14,14,10
1/4/19,43,13,8,11,11
1/4/19,75,18,16,18,23
1/4/19,62,11,17,19,15
1/4/19,50,9,12,11,18
1/4/19,77,15,14,20,28
1/4/19,53,6,7,14,26
1/4/19,62,8,4,4,46
1/4/19,32,1,4,3,24
1/4/19,11,2,0,0,9
1/4/19,9,0,2,2,5
1/4/19,4,0,0,2,2
1/4/19,1,0,0,0,1
1/4/19,1,0,0,1,0
1/5/19,0,0,0,0,0
1/5/19,0,0,0,0,0
1/5/19,0,0,0,0,0
1/5/19,0,0,0,0,0
1/5/19,1,0,0,0,1
1/5/19,2,0,0,2,0
1/5/19,9,3,3,2,1
1/5/19,14,3,2,5,4
1/5/19,84,23,23,10,28
1/5/19,158,41,23,32,62
1/5/19,138,18,33,39,48
1/5/19,141,31,22,38,50
1/5/19,179,27,32,61,59
1/5/19,142,20,26,49,47
1/5/19,124,13,20,52,39
1/5/19,109,21,10,41,37
1/5/19,73,16,19,23,15
1/5/19,23,3,6,11,3
1/5/19,3,1,0,1,1
1/5/19,2,0,0,0,2
1/5/19,4,0,2,1,1
1/5/19,3,0,0,0,3
1/5/19,0,0,0,0,0
1/5/19,0,0,0,0,0
1/6/19,0,0,0,0,0
1/6/19,0,0,0,0,0
1/6/19,0,0,0,0,0
1/6/19,0,0,0,0,0
1/6/19,0,0,0,0,0
1/6/19,1,0,0,1,0
1/6/19,3,1,1,1,0
1/6/19,12,3,3,2,4
1/6/19,38,9,10,5,14
1/6/19,69,20,20,5,24
1/6/19,102,35,26,18,23
1/6/19,121,30,32,31,28
1/6/19,115,22,28,36,29
1/6/19,101,14,14,36,37
1/6/19,97,21,18,21,37
1/6/19,80,22,25,20,13
1/6/19,41,9,12,13,7
1/6/19,16,5,6,4,1
1/6/19,10,2,2,4,2
1/6/19,4,0,2,1,1
1/6/19,3,0,0,0,3
1/6/19,0,0,0,0,0
1/6/19,1,0,0,0,1
1/6/19,0,0,0,0,0
1/7/19,1,0,0,1,0
1/7/19,1,0,0,1,0
1/7/19,0,0,0,0,0
1/7/19,0,0,0,0,0
1/7/19,2,0,0,2,0
1/7/19,11,1,0,9,1
1/7/19,30,1,2,25,2
1/7/19,66,6,8,45,7
1/7/19,81,15,11,49,6
1/7/19,68,17,10,31,10
1/7/19,61,8,17,27,9
1/7/19,27,11,5,3,8
1/7/19,39,9,7,9,14
1/7/19,51,8,8,19,16
1/7/19,49,6,9,18,16
1/7/19,77,15,14,14,34
1/7/19,104,21,21,20,42
1/7/19,78,4,4,6,64
1/7/19,61,8,7,4,42
1/7/19,17,1,1,2,13
1/7/19,6,2,0,1,3
1/7/19,3,0,2,1,0
1/7/19,3,0,0,1,2
1/7/19,1,0,0,0,1
1/8/19,1,0,0,0,1
1/8/19,3,0,1,2,0
1/8/19,1,1,0,0,0
1/8/19,1,0,0,0,1
1/8/19,3,0,0,2,1
1/8/19,9,0,2,7,0
1/8/19,28,3,1,20,4
1/8/19,52,9,7,31,5
1/8/19,71,10,17,40,4
1/8/19,36,9,11,12,4
1/8/19,14,5,6,3,0
1/8/19,16,5,5,2,4
1/8/19,18,6,5,5,2
1/8/19,18,3,7,5,3
1/8/19,29,9,6,6,8
1/8/19,36,15,8,1,12
1/8/19,58,10,14,7,27
1/8/19,62,7,5,9,41
1/8/19,49,3,4,6,36
1/8/19,26,3,7,1,15
1/8/19,5,0,0,0,5
1/8/19,3,0,0,3,0
1/8/19,4,0,0,0,4
1/8/19,0,0,0,0,0
1/9/19,1,0,1,0,0
1/9/19,0,0,0,0,0
1/9/19,1,0,0,0,1
1/9/19,1,1,0,0,0
1/9/19,2,0,0,2,0
1/9/19,11,0,2,9,0
1/9/19,45,13,15,15,2
1/9/19,42,4,4,33,1
1/9/19,72,12,14,40,6
1/9/19,43,8,10,19,6
1/9/19,40,9,11,13,7
1/9/19,28,9,8,6,5
1/9/19,34,10,11,5,8
1/9/19,32,5,9,6,12
1/9/19,25,8,5,2,10
1/9/19,24,9,5,2,8
1/9/19,57,13,14,10,20
1/9/19,58,6,6,4,42
1/9/19,41,2,4,4,31
1/9/19,23,3,2,2,16
1/9/19,6,2,0,0,4
1/9/19,7,2,2,1,2
1/9/19,3,0,0,1,2
1/9/19,2,0,1,0,1
1/10/19,0,0,0,0,0
1/10/19,0,0,0,0,0
1/10/19,0,0,0,0,0
1/10/19,0,0,0,0,0
1/10/19,3,0,0,2,1
1/10/19,15,1,0,12,2
1/10/19,33,5,5,21,2
1/10/19,64,7,8,45,4
1/10/19,85,14,14,48,9
1/10/19,45,8,12,20,5
1/10/19,45,10,16,11,8
1/10/19,30,7,7,6,10
1/10/19,42,14,8,8,12
1/10/19,32,7,10,9,6
1/10/19,42,9,15,4,14
1/10/19,42,12,9,2,19
1/10/19,84,13,16,18,37
1/10/19,97,12,10,12,63
1/10/19,50,13,0,6,31
1/10/19,25,2,3,2,18
1/10/19,23,1,11,1,10
1/10/19,10,1,0,4,5
1/10/19,1,0,0,1,0
1/10/19,0,0,0,0,0
1/11/19,3,1,0,2,0
1/11/19,0,0,0,0,0
1/11/19,0,0,0,0,0
1/11/19,0,0,0,0,0
1/11/19,3,0,0,1,2
1/11/19,10,2,2,5,1
1/11/19,33,4,4,22,3
1/11/19,52,7,7,28,10
1/11/19,90,16,12,54,8
1/11/19,80,15,18,33,14
1/11/19,38,11,9,13,5
1/11/19,58,11,10,20,17
1/11/19,72,13,14,22,23
1/11/19,53,8,9,16,20
1/11/19,71,4,10,33,24
1/11/19,91,16,9,19,47
1/11/19,94,8,16,31,39
1/11/19,80,6,7,14,53
1/11/19,35,2,2,4,27
1/11/19,25,5,3,1,16
1/11/19,8,0,0,0,8
1/11/19,7,1,0,0,6
1/11/19,1,0,1,0,0
1/11/19,1,1,0,0,0
1/12/19,2,0,1,0,1
1/12/19,0,0,0,0,0
1/12/19,0,0,0,0,0
1/12/19,0,0,0,0,0
1/12/19,0,0,0,0,0
1/12/19,7,1,1,4,1
1/12/19,6,1,0,2,3
1/12/19,33,6,5,11,11
1/12/19,79,15,19,10,35
1/12/19,109,25,21,27,36
1/12/19,173,29,28,43,73
1/12/19,238,34,35,72,97
1/12/19,204,26,33,77,68
1/12/19,242,26,26,87,103
1/12/19,245,30,33,89,93
1/12/19,225,26,30,86,83
1/12/19,139,13,19,64,43
1/12/19,35,5,7,13,10
1/12/19,6,1,1,2,2
1/12/19,10,1,5,1,3
1/12/19,1,0,0,0,1
1/12/19,4,2,1,0,1
1/12/19,1,0,0,0,1
1/12/19,0,0,0,0,0
1/13/19,0,0,0,0,0
1/13/19,0,0,0,0,0
1/13/19,1,0,0,0,1
1/13/19,0,0,0,0,0
1/13/19,1,0,0,1,0
1/13/19,3,0,0,3,0
1/13/19,3,0,2,1,0
1/13/19,18,8,1,2,7
1/13/19,31,9,11,4,7
1/13/19,97,29,23,16,29
1/13/19,138,30,32,25,51
1/13/19,162,19,27,55,61
1/13/19,174,33,16,66,59
1/13/19,262,29,30,83,120
1/13/19,285,25,35,100,125
1/13/19,253,28,34,104,87
1/13/19,167,20,35,72,40
1/13/19,31,4,5,15,7
1/13/19,11,0,1,4,6
1/13/19,4,0,0,2,2
1/13/19,6,1,2,2,1
1/13/19,1,0,0,0,1
1/13/19,1,0,0,0,1
1/13/19,1,0,0,1,0
1/14/19,0,0,0,0,0
1/14/19,0,0,0,0,0
1/14/19,0,0,0,0,0
1/14/19,1,0,0,0,1
1/14/19,1,0,0,1,0
1/14/19,6,0,0,6,0
1/14/19,37,1,2,30,4
1/14/19,80,3,10,60,7
1/14/19,98,15,12,60,11
1/14/19,65,11,7,33,14
1/14/19,55,13,14,18,10
1/14/19,63,15,7,28,13
1/14/19,98,15,32,28,23
1/14/19,84,14,17,17,36
1/14/19,97,18,21,24,34
1/14/19,115,22,12,33,48
1/14/19,160,33,30,34,63
1/14/19,109,4,9,11,85
1/14/19,61,5,1,7,48
1/14/19,21,4,3,3,11
1/14/19,5,0,0,2,3
1/14/19,3,0,0,2,1
1/14/19,1,0,0,0,1
1/14/19,0,0,0,0,0
1/15/19,0,0,0,0,0
1/15/19,0,0,0,0,0
1/15/19,0,0,0,0,0
1/15/19,2,0,0,0,2
1/15/19,2,0,1,1,0
1/15/19,7,0,0,6,1
1/15/19,23,3,3,14,3
1/15/19,57,3,5,46,3
1/15/19,80,15,12,44,9
1/15/19,50,7,9,26,8
1/15/19,39,5,9,14,11
1/15/19,45,15,10,15,5
1/15/19,40,5,10,12,13
1/15/19,55,15,11,14,15
1/15/19,58,5,10,15,28
1/15/19,71,13,9,23,26
1/15/19,98,22,16,15,45
1/15/19,97,7,11,18,61
1/15/19,48,1,4,3,40
1/15/19,28,3,0,3,22
1/15/19,8,1,2,1,4
1/15/19,7,1,2,2,2
1/15/19,2,0,0,1,1
1/15/19,2,0,0,0,2
1/16/19,2,0,0,0,2
1/16/19,0,0,0,0,0
1/16/19,1,0,0,0,1
1/16/19,1,0,0,0,1
1/16/19,3,0,0,3,0
1/16/19,9,1,1,5,2
1/16/19,31,4,4,19,4
1/16/19,47,4,4,36,3
1/16/19,90,19,20,48,3
1/16/19,60,14,14,27,5
1/16/19,51,15,16,11,9
1/16/19,47,6,19,12,10
1/16/19,48,11,10,9,18
1/16/19,60,11,11,18,20
1/16/19,69,13,11,22,23
1/16/19,81,12,12,20,37
1/16/19,100,15,18,25,42
1/16/19,97,13,7,7,70
1/16/19,43,3,3,5,32
1/16/19,22,2,3,4,13
1/16/19,8,1,1,2,4
1/16/19,9,1,1,1,6
1/16/19,1,0,0,0,1
1/16/19,1,0,0,0,1
1/17/19,0,0,0,0,0
1/17/19,0,0,0,0,0
1/17/19,0,0,0,0,0
1/17/19,2,0,0,0,2
1/17/19,1,0,0,1,0
1/17/19,11,2,1,7,1
1/17/19,33,7,7,17,2
1/17/19,38,4,5,26,3
1/17/19,66,8,12,41,5
1/17/19,55,15,13,20,7
1/17/19,30,6,8,11,5
1/17/19,29,10,7,8,4
1/17/19,19,5,7,4,3
1/17/19,30,7,10,3,10
1/17/19,32,12,9,5,6
1/17/19,48,12,12,2,22
1/17/19,79,15,15,18,31
1/17/19,68,9,10,10,39
1/17/19,48,3,4,9,32
1/17/19,18,1,0,2,15
1/17/19,6,0,0,0,6
1/17/19,8,0,2,2,4
1/17/19,1,1,0,0,0
1/17/19,0,0,0,0,0
1/18/19,2,0,0,0,2
1/18/19,0,0,0,0,0
1/18/19,0,0,0,0,0
1/18/19,0,0,0,0,0
1/18/19,1,0,0,1,0
1/18/19,8,0,1,5,2
1/18/19,21,2,3,15,1
1/18/19,49,10,9,28,2
1/18/19,70,16,9,38,7
1/18/19,58,15,14,20,9
1/18/19,55,16,19,7,13
1/18/19,47,13,11,11,12
1/18/19,38,6,10,7,15
1/18/19,62,17,12,20,13
1/18/19,52,8,11,14,19
1/18/19,68,14,13,17,24
1/18/19,66,11,14,15,26
1/18/19,48,2,4,6,36
1/18/19,21,0,2,6,13
1/18/19,20,1,1,0,18
1/18/19,1,0,0,0,1
1/18/19,2,0,0,0,2
1/18/19,3,1,0,0,2
1/18/19,3,0,0,1,2
1/19/19,0,0,0,0,0
1/19/19,0,0,0,0,0
1/19/19,0,0,0,0,0
1/19/19,0,0,0,0,0
1/19/19,2,0,0,1,1
1/19/19,0,0,0,0,0
1/19/19,10,2,2,3,3
1/19/19,17,7,1,3,6
1/19/19,76,28,19,5,24
1/19/19,84,19,28,15,22
1/19/19,130,34,28,27,41
1/19/19,118,26,19,27,46
1/19/19,140,16,20,47,57
1/19/19,107,21,15,31,40
1/19/19,137,26,25,58,28
1/19/19,118,20,19,34,45
1/19/19,39,6,8,15,10
1/19/19,20,3,5,11,1
1/19/19,8,0,1,5,2
1/19/19,9,1,1,1,6
1/19/19,4,0,1,1,2
1/19/19,1,0,1,0,0
1/19/19,2,2,0,0,0
1/19/19,4,0,1,0,3
1/20/19,0,0,0,0,0
1/20/19,0,0,0,0,0
1/20/19,1,0,0,0,1
1/20/19,0,0,0,0,0
1/20/19,2,1,1,0,0
1/20/19,1,0,0,1,0
1/20/19,2,1,0,1,0
1/20/19,16,4,4,3,5
1/20/19,30,10,4,6,10
1/20/19,77,23,22,14,18
1/20/19,103,25,22,27,29
1/20/19,129,26,31,32,40
1/20/19,109,14,26,40,29
1/20/19,118,14,16,39,49
1/20/19,89,16,15,27,31
1/20/19,116,24,24,40,28
1/20/19,85,17,21,26,21
1/20/19,22,6,10,3,3
1/20/19,11,1,1,5,4
1/20/19,2,0,0,1,1
1/20/19,3,1,2,0,0
1/20/19,0,0,0,0,0
1/20/19,1,0,1,0,0
1/20/19,1,1,0,0,0
1/21/19,1,0,0,0,1
1/21/19,0,0,0,0,0
1/21/19,0,0,0,0,0
1/21/19,0,0,0,0,0
1/21/19,1,0,0,1,0
1/21/19,2,0,0,2,0
1/21/19,18,1,1,14,2
1/21/19,18,2,2,9,5
1/21/19,61,16,14,23,8
1/21/19,76,22,14,21,19
1/21/19,107,21,26,38,22
1/21/19,97,24,27,23,23
1/21/19,111,14,15,42,40
1/21/19,110,19,16,41,34
1/21/19,128,13,14,59,42
1/21/19,102,15,12,29,46
1/21/19,86,14,15,28,29
1/21/19,48,2,6,6,34
1/21/19,33,2,3,10,18
1/21/19,10,1,0,1,8
1/21/19,5,1,1,1,2
1/21/19,3,0,0,1,2
1/21/19,2,0,0,1,1
1/21/19,1,0,0,0,1
1/22/19,0,0,0,0,0
1/22/19,0,0,0,0,0
1/22/19,0,0,0,0,0
1/22/19,1,0,0,0,1
1/22/19,0,0,0,0,0
1/22/19,17,2,1,13,1
1/22/19,19,1,1,16,1
1/22/19,44,5,4,32,3
1/22/19,78,11,13,48,6
1/22/19,55,10,17,21,7
1/22/19,35,6,10,14,5
1/22/19,24,8,6,4,6
1/22/19,19,6,4,4,5
1/22/19,20,8,7,1,4
1/22/19,18,6,6,1,5
1/22/19,26,7,7,0,12
1/22/19,53,7,11,6,29
1/22/19,74,10,6,7,51
1/22/19,40,3,5,2,30
1/22/19,11,1,2,0,8
1/22/19,11,4,1,0,6
1/22/19,7,0,1,3,3
1/22/19,0,0,0,0,0
1/22/19,0,0,0,0,0
1/23/19,0,0,0,0,0
1/23/19,0,0,0,0,0
1/23/19,1,0,0,0,1
1/23/19,1,0,0,0,1
1/23/19,1,0,0,1,0
1/23/19,11,1,0,9,1
1/23/19,26,2,2,19,3
1/23/19,37,2,6,25,4
1/23/19,43,4,3,32,4
1/23/19,61,11,12,31,7
1/23/19,30,7,9,9,5
1/23/19,28,8,8,8,4
1/23/19,25,2,7,7,9
1/23/19,48,17,12,10,9
1/23/19,57,10,11,11,25
1/23/19,66,14,19,12,21
1/23/19,117,22,24,24,47
1/23/19,80,5,10,13,52
1/23/19,47,3,2,6,36
1/23/19,24,0,2,6,16
1/23/19,6,0,0,2,4
1/23/19,8,0,0,5,3
1/23/19,3,1,1,0,1
1/23/19,1,0,0,0,1
1/24/19,0,0,0,0,0
1/24/19,0,0,0,0,0
1/24/19,1,0,1,0,0
1/24/19,2,1,0,0,1
1/24/19,1,0,1,0,0
1/24/19,12,0,0,11,1
1/24/19,36,5,4,27,0
1/24/19,63,5,10,41,7
1/24/19,88,7,16,58,7
1/24/19,50,13,14,18,5
1/24/19,35,8,12,7,8
1/24/19,31,7,9,5,10
1/24/19,58,13,10,26,9
1/24/19,52,12,17,13,10
1/24/19,51,11,8,17,15
1/24/19,79,15,8,18,38
1/24/19,92,12,20,21,39
1/24/19,86,9,10,11,56
1/24/19,58,6,1,10,41
1/24/19,24,0,2,0,22
1/24/19,7,0,1,1,5
1/24/19,10,0,0,5,5
1/24/19,1,0,0,0,1
1/24/19,0,0,0,0,0
1/25/19,1,0,0,0,1
1/25/19,0,0,0,0,0
1/25/19,0,0,0,0,0
1/25/19,1,1,0,0,0
1/25/19,0,0,0,0,0
1/25/19,10,1,1,6,2
1/25/19,40,5,5,28,2
1/25/19,37,4,4,24,5
1/25/19,78,14,14,44,6
1/25/19,63,10,10,31,12
1/25/19,43,10,10,13,10
1/25/19,55,14,11,18,12
1/25/19,63,15,11,20,17
1/25/19,70,11,16,22,21
1/25/19,64,13,11,15,25
1/25/19,77,19,15,11,32
1/25/19,107,12,17,29,49
1/25/19,80,6,10,12,52
1/25/19,35,6,3,2,24
1/25/19,24,3,1,2,18
1/25/19,2,0,0,0,2
1/25/19,2,0,0,0,2
1/25/19,4,1,1,1,1
1/25/19,5,2,2,0,1
1/26/19,1,0,0,1,0
1/26/19,0,0,0,0,0
1/26/19,0,0,0,0,0
1/26/19,1,0,0,0,1
1/26/19,0,0,0,0,0
1/26/19,4,0,0,2,2
1/26/19,6,0,2,2,2
1/26/19,18,6,4,4,4
1/26/19,84,26,24,13,21
1/26/19,109,20,27,23,39
1/26/19,146,31,31,24,60
1/26/19,227,24,25,86,92
1/26/19,240,36,32,95,77
1/26/19,259,25,24,86,124
1/26/19,221,31,24,75,91
1/26/19,203,20,33,84,66
1/26/19,135,21,23,56,35
1/26/19,54,5,10,19,20
1/26/19,9,0,1,4,4
1/26/19,10,0,3,4,3
1/26/19,2,0,0,2,0
1/26/19,8,3,3,0,2
1/26/19,2,1,0,0,1
1/26/19,0,0,0,0,0
1/27/19,0,0,0,0,0
1/27/19,2,0,0,0,2
1/27/19,0,0,0,0,0
1/27/19,1,0,1,0,0
1/27/19,0,0,0,0,0
1/27/19,2,0,0,2,0
1/27/19,4,2,0,1,1
1/27/19,15,6,2,1,6
1/27/19,49,14,13,9,13
1/27/19,98,27,24,20,27
1/27/19,140,24,33,37,46
1/27/19,117,26,17,32,42
1/27/19,147,19,25,50,53
1/27/19,129,16,18,39,56
1/27/19,155,18,32,63,42
1/27/19,123,24,24,42,33
1/27/19,98,17,28,37,16
1/27/19,38,11,13,4,10
1/27/19,42,18,18,3,3
1/27/19,8,3,2,1,2
1/27/19,5,2,1,1,1
1/27/19,0,0,0,0,0
1/27/19,0,0,0,0,0
1/27/19,0,0,0,0,0
1/28/19,0,0,0,0,0
1/28/19,0,0,0,0,0
1/28/19,0,0,0,0,0
1/28/19,0,0,0,0,0
1/28/19,3,0,1,1,1
1/28/19,8,2,1,5,0
1/28/19,35,2,2,23,8
1/28/19,59,2,10,40,7
1/28/19,87,12,11,48,16
1/28/19,83,12,14,36,21
1/28/19,52,13,10,19,10
1/28/19,66,18,14,19,15
1/28/19,37,8,7,17,5
1/28/19,69,12,13,17,27
1/28/19,76,12,15,27,22
1/28/19,99,13,18,26,42
1/28/19,119,19,21,27,52
1/28/19,105,8,8,27,62
1/28/19,73,5,4,9,55
1/28/19,30,2,2,6,20
1/28/19,10,1,1,2,6
1/28/19,6,1,0,2,3
1/28/19,2,0,0,0,2
1/28/19,0,0,0,0,0
1/29/19,0,0,0,0,0
1/29/19,0,0,0,0,0
1/29/19,0,0,0,0,0
1/29/19,0,0,0,0,0
1/29/19,1,0,0,1,0
1/29/19,9,1,0,8,0
1/29/19,31,2,3,19,7
1/29/19,73,6,8,48,11
1/29/19,87,11,11,50,15
1/29/19,60,10,8,30,12
1/29/19,46,9,5,16,16
1/29/19,45,8,11,10,16
1/29/19,65,13,15,19,18
1/29/19,87,14,15,28,30
1/29/19,99,12,14,36,37
1/29/19,104,17,18,36,33
1/29/19,142,17,19,47,59
1/29/19,137,10,18,26,83
1/29/19,53,1,1,10,41
1/29/19,23,2,4,6,11
1/29/19,7,2,0,0,5
1/29/19,7,0,2,1,4
1/29/19,1,0,0,0,1
1/29/19,1,0,0,0,1
1/30/19,2,0,0,0,2
1/30/19,0,0,0,0,0
1/30/19,2,0,0,0,2
1/30/19,0,0,0,0,0
1/30/19,3,0,0,3,0
1/30/19,8,0,1,7,0
1/30/19,39,4,10,19,6
1/30/19,45,3,2,34,6
1/30/19,81,11,10,47,13
1/30/19,71,12,9,31,19
1/30/19,54,11,14,17,12
1/30/19,55,15,10,15,15
1/30/19,74,13,18,22,21
1/30/19,64,9,14,21,20
1/30/19,67,13,11,20,23
1/30/19,76,12,13,18,33
1/30/19,102,20,21,21,40
1/30/19,88,6,6,20,56
1/30/19,62,5,4,9,44
1/30/19,24,0,2,8,14
1/30/19,14,2,0,3,9
1/30/19,7,0,0,4,3
1/30/19,3,0,0,0,3
1/30/19,0,0,0,0,0
1/31/19,2,0,0,0,2
1/31/19,0,0,0,0,0
1/31/19,0,0,0,0,0
1/31/19,0,0,0,0,0
1/31/19,1,0,1,0,0
1/31/19,20,1,2,15,2
1/31/19,38,5,5,22,6
1/31/19,57,9,3,37,8
1/31/19,72,8,14,39,11
1/31/19,52,11,9,19,13
1/31/19,47,8,11,16,12
1/31/19,42,12,11,5,14
1/31/19,49,9,6,16,18
1/31/19,65,14,15,16,20
1/31/19,71,9,17,25,20
1/31/19,78,13,12,22,31
1/31/19,97,11,14,22,50
1/31/19,89,11,11,17,50
1/31/19,55,2,3,10,40
1/31/19,22,2,1,7,12
1/31/19,5,0,0,1,4
1/31/19,8,0,2,1,5
1/31/19,1,0,0,0,1
1/31/19,1,0,0,0,1
8/1/19,6,2,1,0,3
8/1/19,0,0,0,0,0
8/1/19,1,0,0,0,1
8/1/19,0,0,0,0,0
8/1/19,1,0,0,1,0
8/1/19,38,3,6,18,11
8/1/19,80,12,4,53,11
8/1/19,161,8,23,91,39
8/1/19,151,18,19,95,19
8/1/19,118,19,16,48,35
8/1/19,116,14,14,41,47
8/1/19,120,21,20,37,42
8/1/19,107,16,18,33,40
8/1/19,125,12,16,45,52
8/1/19,116,10,12,40,54
8/1/19,120,12,9,37,62
8/1/19,145,19,4,38,84
8/1/19,215,14,7,78,116
8/1/19,179,12,10,52,105
8/1/19,139,8,8,53,70
8/1/19,81,13,4,25,39
8/1/19,34,7,5,13,9
8/1/19,5,1,1,3,0
2/1/19,1,0,0,0,1
2/1/19,0,0,0,0,0
2/1/19,0,0,0,0,0
2/1/19,1,0,0,0,1
2/1/19,0,0,0,0,0
2/1/19,10,1,2,6,1
2/1/19,19,1,2,14,2
2/1/19,31,3,5,18,5
2/1/19,40,2,4,27,7
2/1/19,25,7,3,9,6
2/1/19,35,9,11,7,8
2/1/19,16,7,6,1,2
2/1/19,17,5,5,4,3
2/1/19,15,7,7,1,0
2/1/19,20,5,7,2,6
2/1/19,29,6,6,8,9
2/1/19,58,7,7,14,30
2/1/19,34,3,5,7,19
2/1/19,30,1,3,5,21
2/1/19,10,1,1,1,7
2/1/19,4,1,1,2,0
2/1/19,4,0,0,2,2
2/1/19,2,0,0,0,2
2/1/19,2,0,0,0,2
2/2/19,0,0,0,0,0
2/2/19,0,0,0,0,0
2/2/19,1,0,0,0,1
2/2/19,1,0,0,0,1
2/2/19,0,0,0,0,0
2/2/19,7,0,0,5,2
2/2/19,8,1,1,3,3
2/2/19,35,8,5,10,12
2/2/19,56,16,11,8,21
2/2/19,87,18,24,19,26
2/2/19,117,29,27,17,44
2/2/19,141,26,39,32,44
2/2/19,148,13,18,62,55
2/2/19,79,14,9,29,27
2/2/19,79,13,15,22,29
2/2/19,86,16,11,27,32
2/2/19,77,16,18,31,12
2/2/19,54,9,13,13,19
2/2/19,19,0,8,2,9
2/2/19,7,0,0,1,6
2/2/19,3,0,0,1,2
2/2/19,0,0,0,0,0
2/2/19,0,0,0,0,0
2/2/19,2,0,0,1,1
2/3/19,0,0,0,0,0
2/3/19,0,0,0,0,0
2/3/19,0,0,0,0,0
2/3/19,0,0,0,0,0
2/3/19,0,0,0,0,0
2/3/19,0,0,0,0,0
2/3/19,9,0,1,7,1
2/3/19,36,6,5,19,6
2/3/19,74,17,20,31,6
2/3/19,68,23,20,9,16
2/3/19,112,28,32,9,43
2/3/19,121,32,21,18,50
2/3/19,110,30,35,16,29
2/3/19,97,21,28,28,20
2/3/19,55,12,16,14,13
2/3/19,25,7,13,4,1
2/3/19,17,8,8,0,1
2/3/19,10,3,5,1,1
2/3/19,6,2,2,1,1
2/3/19,1,1,0,0,0
2/3/19,4,2,2,0,0
2/3/19,1,0,1,0,0
2/3/19,1,0,1,0,0
2/3/19,0,0,0,0,0
2/4/19,0,0,0,0,0
2/4/19,0,0,0,0,0
2/4/19,0,0,0,0,0
2/4/19,2,0,1,1,0
2/4/19,0,0,0,0,0
2/4/19,5,0,1,4,0
2/4/19,5,1,2,2,0
2/4/19,5,2,2,1,0
2/4/19,24,10,9,4,1
2/4/19,10,3,6,0,1
2/4/19,28,11,11,6,0
2/4/19,21,9,9,1,2
2/4/19,9,1,4,2,2
2/4/19,10,5,4,0,1
2/4/19,19,8,10,0,1
2/4/19,10,3,6,0,1
2/4/19,19,13,4,1,1
2/4/19,26,11,13,0,2
2/4/19,6,2,2,0,2
2/4/19,6,1,1,0,4
2/4/19,3,0,3,0,0
2/4/19,0,0,0,0,0
2/4/19,0,0,0,0,0
2/4/19,0,0,0,0,0
2/5/19,0,0,0,0,0
2/5/19,0,0,0,0,0
2/5/19,0,0,0,0,0
2/5/19,1,0,0,1,0
2/5/19,0,0,0,0,0
2/5/19,1,0,0,1,0
2/5/19,2,0,0,2,0
2/5/19,4,2,1,1,0
2/5/19,15,6,7,2,0
