Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
3/28/15,28,2,9,10,7
3/28/15,64,13,20,19,12
3/28/15,160,36,36,56,32
3/28/15,204,32,38,92,42
3/28/15,242,28,29,96,89
3/28/15,232,29,20,108,75
3/28/15,228,24,20,103,81
3/28/15,234,36,26,83,89
3/28/15,232,25,25,93,89
3/28/15,200,25,14,60,101
3/28/15,157,17,14,52,74
3/28/15,122,17,11,31,63
3/28/15,45,7,8,7,23
3/28/15,34,5,0,2,27
3/28/15,26,0,1,6,19
3/28/15,16,4,0,2,10
3/28/15,12,0,0,0,12
3/28/15,18,1,1,3,13
3/29/15,2,0,0,1,1
3/29/15,0,0,0,0,0
3/29/15,0,0,0,0,0
3/29/15,1,0,0,0,1
3/29/15,3,0,1,0,2
3/29/15,7,2,1,3,1
3/29/15,17,3,3,7,4
3/29/15,65,18,10,23,14
3/29/15,121,18,27,48,28
3/29/15,137,30,30,49,28
3/29/15,186,18,24,90,54
3/29/15,199,22,24,74,79
3/29/15,203,23,22,84,74
3/29/15,174,13,12,77,72
3/29/15,219,27,25,65,102
3/29/15,173,23,17,61,72
3/29/15,141,26,21,43,51
3/29/15,79,14,9,26,30
3/29/15,26,7,5,6,8
3/29/15,13,2,3,5,3
3/29/15,4,1,0,1,2
3/29/15,0,0,0,0,0
3/29/15,4,2,2,0,0
3/29/15,0,0,0,0,0
3/30/15,0,0,0,0,0
3/30/15,0,0,0,0,0
3/30/15,0,0,0,0,0
3/30/15,3,0,0,1,2
3/30/15,11,1,1,1,8
3/30/15,26,1,3,3,19
3/30/15,60,7,5,8,40
3/30/15,111,17,8,17,69
3/30/15,100,10,11,30,49
3/30/15,61,9,9,19,24
3/30/15,80,19,16,27,18
3/30/15,83,19,14,34,16
3/30/15,103,18,18,26,41
3/30/15,113,22,25,39,27
3/30/15,101,12,18,34,37
3/30/15,128,13,13,66,36
3/30/15,193,21,26,93,53
3/30/15,254,33,48,127,46
3/30/15,125,17,20,51,37
3/30/15,35,6,4,13,12
3/30/15,8,1,3,3,1
3/30/15,8,1,1,5,1
3/30/15,6,1,1,1,3
3/30/15,0,0,0,0,0
3/31/15,1,1,0,0,0
3/31/15,0,0,0,0,0
3/31/15,0,0,0,0,0
3/31/15,2,0,0,0,2
3/31/15,11,2,1,1,7
3/31/15,18,2,2,1,13
3/31/15,52,6,5,9,32
3/31/15,76,14,12,13,37
3/31/15,51,4,5,16,26
3/31/15,35,8,7,9,11
3/31/15,35,7,6,16,6
3/31/15,38,11,5,6,16
3/31/15,31,7,11,4,9
3/31/15,41,7,5,18,11
3/31/15,56,12,12,20,12
3/31/15,66,8,11,30,17
3/31/15,46,1,3,32,10
3/31/15,78,5,8,47,18
3/31/15,33,5,6,15,7
3/31/15,22,9,4,6,3
3/31/15,7,2,1,2,2
3/31/15,1,0,0,1,0
3/31/15,2,1,1,0,0
3/31/15,1,0,0,1,0
4/1/15,1,0,0,1,0
4/1/15,4,0,0,2,2
4/1/15,1,0,0,1,0
4/1/15,2,0,0,0,2
4/1/15,12,2,3,1,6
4/1/15,25,7,2,4,12
4/1/15,47,5,6,10,26
4/1/15,89,15,11,14,49
4/1/15,70,10,9,18,33
4/1/15,78,10,15,27,26
4/1/15,46,15,10,8,13
4/1/15,46,15,10,8,13
4/1/15,67,15,20,15,17
4/1/15,66,17,15,15,19
4/1/15,64,12,18,24,10
4/1/15,65,12,11,20,22
4/1/15,102,16,21,44,21
4/1/15,137,17,12,73,35
4/1/15,165,27,33,70,35
4/1/15,108,31,21,29,27
4/1/15,20,8,3,6,3
4/1/15,8,0,4,4,0
4/1/15,9,3,1,2,3
4/1/15,2,0,0,2,0
4/2/15,2,0,0,1,1
4/2/15,0,0,0,0,0
4/2/15,0,0,0,0,0
4/2/15,0,0,0,0,0
4/2/15,1,0,0,0,1
4/2/15,16,1,2,2,11
4/2/15,25,7,3,1,14
4/2/15,56,1,5,13,37
4/2/15,80,9,5,11,55
4/2/15,62,4,9,18,31
4/2/15,62,14,8,14,26
4/2/15,62,13,15,13,21
4/2/15,44,7,9,20,8
4/2/15,60,11,9,24,16
4/2/15,62,17,11,24,10
4/2/15,89,20,8,29,32
4/2/15,132,17,19,68,28
4/2/15,169,26,18,79,46
4/2/15,187,15,19,94,59
4/2/15,128,12,13,61,42
4/2/15,26,0,1,11,14
4/2/15,14,1,1,7,5
4/2/15,4,1,0,1,2
4/2/15,1,0,0,0,1
4/3/15,1,0,0,1,0
4/3/15,0,0,0,0,0
4/3/15,0,0,0,0,0
4/3/15,0,0,0,0,0
4/3/15,0,0,0,0,0
4/3/15,5,0,0,1,4
4/3/15,17,2,1,5,9
4/3/15,57,4,7,14,32
4/3/15,83,10,11,18,44
4/3/15,90,15,10,21,44
4/3/15,81,18,17,30,16
4/3/15,68,11,17,22,18
4/3/15,55,13,7,14,21
4/3/15,49,13,11,9,16
4/3/15,27,5,2,12,8
4/3/15,31,3,2,17,9
4/3/15,58,3,12,31,12
4/3/15,120,19,11,60,30
4/3/15,96,12,10,52,22
4/3/15,54,5,2,30,17
4/3/15,17,2,1,10,4
4/3/15,5,0,1,2,2
4/3/15,0,0,0,0,0
4/3/15,4,2,1,1,0
4/4/15,3,1,2,0,0
4/4/15,1,1,0,0,0
4/4/15,0,0,0,0,0
4/4/15,0,0,0,0,0
4/4/15,0,0,0,0,0
4/4/15,2,0,0,1,1
4/4/15,5,1,2,1,1
4/4/15,49,8,13,11,17
4/4/15,83,14,20,31,18
4/4/15,163,31,28,57,47
4/4/15,219,26,37,107,49
4/4/15,228,34,26,112,56
4/4/15,245,28,26,93,98
4/4/15,296,32,21,130,113
4/4/15,246,19,27,96,104
4/4/15,233,23,13,84,113
4/4/15,255,37,25,89,104
4/4/15,171,26,20,61,64
4/4/15,103,17,14,24,48
4/4/15,57,10,7,14,26
4/4/15,7,0,1,3,3
4/4/15,3,0,1,2,0
4/4/15,5,1,1,0,3
4/4/15,3,0,0,2,1
4/5/15,7,1,0,2,4
4/5/15,0,0,0,0,0
4/5/15,0,0,0,0,0
4/5/15,0,0,0,0,0
4/5/15,0,0,0,0,0
4/5/15,1,0,0,0,1
4/5/15,3,0,1,1,1
4/5/15,15,4,3,6,2
4/5/15,75,25,12,25,13
4/5/15,118,18,32,44,24
4/5/15,157,21,34,57,45
4/5/15,177,21,23,88,45
4/5/15,210,18,27,92,73
4/5/15,214,21,22,98,73
4/5/15,231,30,22,78,101
4/5/15,280,41,24,89,126
4/5/15,228,18,16,78,116
4/5/15,152,12,14,59,67
4/5/15,108,13,7,43,45
4/5/15,63,14,11,17,21
4/5/15,9,2,2,3,2
4/5/15,12,1,1,5,5
4/5/15,2,0,0,1,1
4/5/15,0,0,0,0,0
4/6/15,2,1,1,0,0
4/6/15,0,0,0,0,0
4/6/15,1,0,0,1,0
4/6/15,0,0,0,0,0
4/6/15,3,0,0,0,3
4/6/15,9,1,0,2,6
4/6/15,17,1,1,1,14
4/6/15,59,7,6,9,37
4/6/15,89,14,8,11,56
4/6/15,83,9,11,25,38
4/6/15,46,9,5,11,21
4/6/15,33,8,3,13,9
4/6/15,56,17,16,13,10
4/6/15,72,11,18,23,20
4/6/15,48,12,11,10,15
4/6/15,65,14,12,19,20
4/6/15,117,13,28,44,32
4/6/15,141,18,17,73,33
4/6/15,163,15,20,92,36
4/6/15,77,13,6,33,25
4/6/15,18,3,1,7,7
4/6/15,6,0,0,5,1
4/6/15,9,0,2,3,4
4/6/15,3,2,0,1,0
4/7/15,1,0,0,1,0
4/7/15,0,0,0,0,0
4/7/15,0,0,0,0,0
4/7/15,0,0,0,0,0
4/7/15,0,0,0,0,0
4/7/15,15,1,0,4,10
4/7/15,28,5,4,2,17
4/7/15,75,9,10,18,38
4/7/15,113,13,16,21,63
4/7/15,95,6,11,36,42
4/7/15,75,20,22,15,18
4/7/15,37,7,6,10,14
4/7/15,65,33,10,12,10
4/7/15,38,9,9,7,13
4/7/15,33,7,4,12,10
4/7/15,55,9,9,20,17
4/7/15,93,13,16,49,15
4/7/15,146,17,12,82,35
4/7/15,174,21,16,93,44
4/7/15,105,6,9,52,38
4/7/15,36,6,6,12,12
4/7/15,10,1,1,1,7
4/7/15,5,2,1,2,0
4/7/15,2,0,0,2,0
4/8/15,2,0,0,2,0
4/8/15,0,0,0,0,0
4/8/15,0,0,0,0,0
4/8/15,0,0,0,0,0
4/8/15,2,0,0,1,1
4/8/15,10,1,0,1,8
4/8/15,30,6,4,7,13
4/8/15,58,4,6,6,42
4/8/15,105,12,7,25,61
4/8/15,97,17,9,24,47
4/8/15,83,11,22,21,29
4/8/15,72,15,11,21,25
4/8/15,94,26,13,21,34
4/8/15,94,10,16,27,41
4/8/15,92,10,8,49,25
4/8/15,122,16,15,48,43
4/8/15,132,11,21,61,39
4/8/15,237,25,33,115,64
4/8/15,220,22,23,109,66
4/8/15,135,16,18,52,49
4/8/15,45,8,7,8,22
4/8/15,17,1,4,6,6
4/8/15,3,1,0,2,0
4/8/15,0,0,0,0,0
4/9/15,2,0,0,2,0
4/9/15,0,0,0,0,0
4/9/15,0,0,0,0,0
4/9/15,0,0,0,0,0
4/9/15,2,0,0,0,2
4/9/15,11,1,1,3,6
4/9/15,29,3,3,8,15
4/9/15,110,15,13,18,64
4/9/15,130,13,7,34,76
4/9/15,121,12,12,45,52
4/9/15,96,20,31,22,23
4/9/15,126,19,13,60,34
4/9/15,136,35,15,39,47
4/9/15,118,26,16,32,44
4/9/15,127,23,11,46,47
4/9/15,124,8,9,59,48
4/9/15,171,16,20,73,62
4/9/15,265,22,34,132,77
4/9/15,272,30,28,127,87
4/9/15,122,14,14,41,53
4/9/15,66,7,6,27,26
4/9/15,13,1,1,6,5
4/9/15,3,0,0,3,0
4/9/15,6,1,1,3,1
4/10/15,1,0,0,1,0
4/10/15,0,0,0,0,0
4/10/15,0,0,0,0,0
4/10/15,0,0,0,0,0
4/10/15,1,0,0,1,0
4/10/15,9,1,1,2,5
4/10/15,20,3,6,1,10
4/10/15,73,10,9,16,38
4/10/15,80,15,12,10,43
4/10/15,81,15,12,19,35
4/10/15,88,14,24,29,21
4/10/15,80,13,10,23,34
4/10/15,96,37,16,26,17
4/10/15,55,8,9,21,17
4/10/15,65,8,9,19,29
4/10/15,79,14,11,30,24
4/10/15,108,16,13,53,26
4/10/15,82,11,9,44,18
4/10/15,66,7,10,37,12
4/10/15,30,5,4,16,5
4/10/15,8,1,0,6,1
4/10/15,5,0,2,2,1
4/10/15,3,1,0,1,1
4/10/15,1,0,1,0,0
4/11/15,2,1,0,1,0
4/11/15,0,0,0,0,0
4/11/15,0,0,0,0,0
4/11/15,1,0,0,1,0
4/11/15,0,0,0,0,0
4/11/15,1,0,1,0,0
4/11/15,8,3,3,0,2
4/11/15,29,6,9,8,6
4/11/15,117,44,50,15,8
4/11/15,157,59,32,45,21
4/11/15,150,29,32,51,38
4/11/15,229,39,37,104,49
4/11/15,188,32,24,56,76
4/11/15,267,70,54,61,82
4/11/15,150,17,18,41,74
4/11/15,137,21,13,49,54
4/11/15,81,7,9,26,39
4/11/15,47,9,5,20,13
4/11/15,45,8,12,8,17
4/11/15,35,11,7,7,10
4/11/15,12,1,2,7,2
4/11/15,5,0,0,3,2
4/11/15,3,1,1,1,0
4/11/15,2,0,0,1,1
4/12/15,2,0,2,0,0
4/12/15,1,1,0,0,0
4/12/15,0,0,0,0,0
4/12/15,0,0,0,0,0
4/12/15,0,0,0,0,0
4/12/15,0,0,0,0,0
4/12/15,7,2,1,1,3
4/12/15,32,3,6,20,3
4/12/15,60,16,21,9,14
4/12/15,130,25,24,45,36
4/12/15,169,23,21,72,53
4/12/15,252,35,28,121,68
4/12/15,214,15,25,95,79
4/12/15,251,28,24,102,97
4/12/15,215,25,19,86,85
4/12/15,204,24,11,79,90
4/12/15,181,22,11,51,97
4/12/15,122,17,19,41,45
4/12/15,49,8,5,11,25
4/12/15,38,5,5,11,17
4/12/15,16,4,4,2,6
4/12/15,7,1,0,3,3
4/12/15,1,0,1,0,0
4/12/15,2,0,0,1,1
4/13/15,0,0,0,0,0
4/13/15,0,0,0,0,0
4/13/15,1,0,0,1,0
4/13/15,0,0,0,0,0
4/13/15,1,1,0,0,0
4/13/15,10,1,0,1,8
4/13/15,20,4,4,1,11
4/13/15,51,8,7,9,27
4/13/15,81,11,9,15,46
4/13/15,78,7,9,19,43
4/13/15,63,13,10,9,31
4/13/15,56,11,11,14,20
4/13/15,31,7,7,10,7
4/13/15,32,6,8,5,13
4/13/15,34,10,7,9,8
4/13/15,23,3,5,9,6
4/13/15,45,4,4,30,7
4/13/15,50,5,4,35,6
4/13/15,61,5,7,39,10
4/13/15,27,5,7,11,4
4/13/15,17,2,2,10,3
4/13/15,6,3,1,2,0
4/13/15,3,0,1,2,0
4/13/15,2,1,0,0,1
4/14/15,1,0,1,0,0
4/14/15,1,1,0,0,0
4/14/15,0,0,0,0,0
4/14/15,0,0,0,0,0
4/14/15,0,0,0,0,0
4/14/15,8,2,1,2,3
4/14/15,19,4,6,1,8
4/14/15,44,6,4,8,26
4/14/15,74,11,12,7,44
4/14/15,76,16,14,14,32
4/14/15,56,15,17,10,14
4/14/15,44,11,9,11,13
4/14/15,50,9,6,16,19
4/14/15,59,11,17,12,19
4/14/15,48,11,9,15,13
4/14/15,39,6,6,17,10
4/14/15,45,5,8,27,5
4/14/15,98,16,22,44,16
4/14/15,102,16,7,65,14
4/14/15,50,11,11,17,11
4/14/15,38,10,8,7,13
4/14/15,19,6,2,8,3
4/14/15,3,0,0,0,3
4/14/15,2,0,0,2,0
4/15/15,0,0,0,0,0
4/15/15,0,0,0,0,0
4/15/15,1,0,0,1,0
4/15/15,0,0,0,0,0
4/15/15,3,0,0,1,2
4/15/15,11,1,1,0,9
4/15/15,25,3,2,4,16
4/15/15,68,5,5,11,47
4/15/15,102,16,7,16,63
4/15/15,82,9,10,21,42
4/15/15,62,10,10,18,24
4/15/15,81,20,14,24,23
4/15/15,98,23,25,19,31
4/15/15,64,6,8,28,22
4/15/15,92,8,17,37,30
4/15/15,117,11,17,50,39
4/15/15,109,10,10,62,27
4/15/15,181,14,16,104,47
4/15/15,198,21,20,106,51
4/15/15,157,13,14,62,68
4/15/15,52,8,9,14,21
4/15/15,15,2,1,4,8
4/15/15,10,1,1,4,4
4/15/15,4,0,1,3,0
4/16/15,1,0,0,1,0
4/16/15,0,0,0,0,0
4/16/15,0,0,0,0,0
4/16/15,0,0,0,0,0
4/16/15,2,1,0,0,1
4/16/15,9,1,1,2,5
4/16/15,37,5,4,6,22
4/16/15,91,11,11,16,53
4/16/15,104,6,5,33,60
4/16/15,114,10,9,34,61
4/16/15,71,14,7,23,27
4/16/15,65,10,16,24,15
4/16/15,98,15,9,44,30
4/16/15,131,20,5,61,45
4/16/15,88,8,10,30,40
4/16/15,106,14,10,39,43
4/16/15,149,16,19,69,45
4/16/15,229,21,22,122,64
4/16/15,221,20,18,106,77
4/16/15,184,19,16,74,75
4/16/15,56,4,5,22,25
4/16/15,14,1,0,9,4
4/16/15,11,3,3,5,0
4/16/15,1,0,0,1,0
4/17/15,1,0,0,1,0
4/17/15,0,0,0,0,0
4/17/15,0,0,0,0,0
4/17/15,0,0,0,0,0
4/17/15,1,0,0,0,1
4/17/15,15,2,1,4,8
4/17/15,25,4,2,4,15
4/17/15,71,4,9,17,41
4/17/15,98,17,9,17,55
4/17/15,97,16,15,25,41
4/17/15,62,6,6,25,25
4/17/15,81,14,19,23,25
4/17/15,99,18,11,28,42
4/17/15,121,16,15,58,32
4/17/15,127,18,16,41,52
4/17/15,130,17,14,42,57
4/17/15,206,24,30,95,57
4/17/15,183,17,18,95,53
4/17/15,194,23,17,92,62
4/17/15,112,16,21,45,30
4/17/15,43,10,3,11,19
4/17/15,11,0,2,1,8
4/17/15,8,2,1,4,1
4/17/15,1,0,0,1,0
4/18/15,3,0,0,2,1
4/18/15,1,0,0,1,0
4/18/15,1,0,0,1,0
4/18/15,0,0,0,0,0
4/18/15,0,0,0,0,0
4/18/15,1,0,0,0,1
4/18/15,11,3,4,2,2
4/18/15,39,5,9,17,8
4/18/15,117,18,24,50,25
4/18/15,149,23,30,56,40
4/18/15,266,38,30,109,89
4/18/15,334,32,29,171,102
4/18/15,277,24,14,141,98
4/18/15,346,27,16,175,128
4/18/15,357,26,24,149,158
4/18/15,309,32,25,120,132
4/18/15,260,19,16,112,113
4/18/15,250,30,26,78,116
4/18/15,150,14,14,48,74
4/18/15,87,11,7,25,44
4/18/15,55,13,6,11,25
4/18/15,15,0,0,3,12
4/18/15,6,2,3,0,1
4/18/15,1,0,0,0,1
4/19/15,0,0,0,0,0
4/19/15,0,0,0,0,0
4/19/15,1,0,0,1,0
4/19/15,0,0,0,0,0
4/19/15,0,0,0,0,0
4/19/15,3,0,0,1,2
4/19/15,3,0,0,1,2
4/19/15,38,3,11,19,5
4/19/15,112,26,20,39,27
4/19/15,160,21,36,62,41
4/19/15,215,33,17,94,71
4/19/15,336,31,38,166,101
4/19/15,367,38,38,175,116
4/19/15,429,32,29,208,160
4/19/15,448,40,25,185,198
4/19/15,368,30,25,153,160
4/19/15,365,32,31,137,165
4/19/15,291,22,24,100,145
4/19/15,192,23,13,61,95
4/19/15,77,12,8,22,35
4/19/15,33,5,5,9,14
4/19/15,8,1,1,1,5
4/19/15,2,0,0,2,0
4/19/15,5,0,2,0,3
4/20/15,4,1,0,1,2
4/20/15,0,0,0,0,0
4/20/15,1,0,0,1,0
4/20/15,0,0,0,0,0
4/20/15,1,0,0,0,1
4/20/15,12,1,2,1,8
4/20/15,30,4,5,4,17
4/20/15,85,10,8,11,56
4/20/15,120,12,8,25,75
4/20/15,117,16,19,32,50
4/20/15,99,13,19,34,33
4/20/15,99,14,16,34,35
4/20/15,113,13,11,45,44
4/20/15,142,30,10,57,45
4/20/15,96,10,10,38,38
4/20/15,145,14,14,64,53
4/20/15,166,16,14,90,46
4/20/15,256,32,18,138,68
4/20/15,269,22,22,147,78
4/20/15,170,24,18,62,66
4/20/15,83,19,9,28,27
4/20/15,8,1,1,1,5
4/20/15,7,1,1,4,1
4/20/15,4,2,2,0,0
4/21/15,2,1,0,1,0
4/21/15,1,0,0,1,0
4/21/15,0,0,0,0,0
4/21/15,0,0,0,0,0
4/21/15,2,0,0,1,1
4/21/15,14,1,1,2,10
4/21/15,31,4,5,3,19
4/21/15,111,16,15,14,66
4/21/15,132,19,13,26,74
4/21/15,114,12,13,32,57
4/21/15,78,13,14,31,20
4/21/15,70,14,16,21,19
4/21/15,89,20,18,23,28
4/21/15,78,17,12,24,25
4/21/15,60,2,12,29,17
4/21/15,69,14,11,27,17
4/21/15,98,7,8,61,22
4/21/15,164,12,17,86,49
4/21/15,137,16,14,77,30
4/21/15,52,7,6,24,15
4/21/15,16,3,1,7,5
4/21/15,5,0,0,2,3
4/21/15,2,0,0,2,0
4/21/15,4,2,2,0,0
4/22/15,0,0,0,0,0
4/22/15,0,0,0,0,0
4/22/15,1,0,0,1,0
4/22/15,0,0,0,0,0
4/22/15,2,0,0,0,2
4/22/15,5,1,1,0,3
4/22/15,22,1,6,4,11
4/22/15,66,11,5,15,35
4/22/15,96,8,8,16,64
4/22/15,75,6,7,29,33
4/22/15,74,19,18,17,20
4/22/15,61,7,14,21,19
4/22/15,74,10,5,35,24
4/22/15,71,11,14,20,26
4/22/15,94,13,16,31,34
4/22/15,71,10,12,28,21
4/22/15,105,15,11,55,24
4/22/15,182,25,17,99,41
4/22/15,190,20,11,100,59
4/22/15,110,16,16,32,46
4/22/15,69,14,10,23,22
4/22/15,16,3,1,6,6
4/22/15,6,1,3,1,1
4/22/15,6,3,1,2,0
4/23/15,1,0,0,1,0
4/23/15,0,0,0,0,0
4/23/15,1,0,0,1,0
4/23/15,1,0,0,1,0
4/23/15,2,1,0,0,1
4/23/15,11,2,2,1,6
4/23/15,24,7,4,2,11
4/23/15,79,9,12,19,39
4/23/15,92,16,9,11,56
4/23/15,92,12,9,35,36
4/23/15,64,13,14,17,20
4/23/15,53,15,8,16,14
4/23/15,42,10,12,9,11
4/23/15,47,12,10,8,17
4/23/15,39,12,7,14,6
4/23/15,22,4,3,8,7
4/23/15,44,7,5,22,10
4/23/15,96,8,13,55,20
4/23/15,100,15,17,51,17
4/23/15,68,15,13,31,9
4/23/15,21,4,1,9,7
4/23/15,13,0,1,5,7
4/23/15,5,0,0,2,3
4/23/15,2,1,1,0,0
4/24/15,4,2,0,2,0
4/24/15,0,0,0,0,0
4/24/15,1,0,0,1,0
4/24/15,0,0,0,0,0
4/24/15,1,0,0,1,0
4/24/15,9,1,1,1,6
4/24/15,16,2,1,2,11
4/24/15,46,7,9,7,23
4/24/15,82,13,9,10,50
4/24/15,69,6,5,24,34
4/24/15,49,12,12,13,12
4/24/15,77,28,17,17,15
4/24/15,60,12,13,16,19
4/24/15,119,28,6,45,40
4/24/15,122,14,13,68,27
4/24/15,55,16,16,10,13
4/24/15,86,12,12,46,16
4/24/15,88,16,9,40,23
4/24/15,97,13,13,56,15
4/24/15,53,6,10,20,17
4/24/15,27,8,3,10,6
4/24/15,5,0,2,2,1
4/24/15,7,4,1,2,0
4/24/15,0,0,0,0,0
4/25/15,0,0,0,0,0
4/25/15,0,0,0,0,0
4/25/15,0,0,0,0,0
4/25/15,1,0,0,1,0
4/25/15,0,0,0,0,0
4/25/15,2,1,0,0,1
4/25/15,18,5,3,7,3
4/25/15,32,5,6,12,9
4/25/15,109,23,23,42,21
4/25/15,140,26,23,50,41
4/25/15,207,29,32,85,61
4/25/15,235,23,17,119,76
4/25/15,183,20,18,70,75
4/25/15,219,20,22,100,77
4/25/15,180,22,23,66,69
4/25/15,186,24,11,81,70
4/25/15,185,17,26,56,86
4/25/15,163,20,23,54,66
4/25/15,129,23,16,32,58
4/25/15,56,12,9,15,20
4/25/15,33,3,2,14,14
4/25/15,13,1,2,6,4
4/25/15,8,0,1,4,3
4/25/15,7,3,1,2,1
4/26/15,1,0,0,0,1
4/26/15,1,0,0,0,1
4/26/15,0,0,0,0,0
4/26/15,0,0,0,0,0
4/26/15,1,0,0,1,0
4/26/15,3,1,2,0,0
4/26/15,5,0,0,3,2
4/26/15,35,6,10,18,1
4/26/15,72,12,15,27,18
4/26/15,113,21,15,44,33
4/26/15,171,26,31,75,39
4/26/15,217,23,21,82,91
4/26/15,219,27,22,93,77
4/26/15,232,35,27,89,81
4/26/15,236,27,20,103,86
4/26/15,243,16,23,105,99
4/26/15,222,31,15,79,97
4/26/15,171,17,14,47,93
4/26/15,123,22,11,36,54
4/26/15,52,8,6,10,28
4/26/15,9,1,2,1,5
4/26/15,6,1,1,3,1
4/26/15,7,1,3,2,1
4/26/15,3,2,0,0,1
4/27/15,2,1,1,0,0
4/27/15,0,0,0,0,0
4/27/15,0,0,0,0,0
4/27/15,0,0,0,0,0
4/27/15,1,0,0,0,1
4/27/15,11,1,1,2,7
4/27/15,40,9,9,2,20
4/27/15,76,10,3,12,51
4/27/15,97,11,7,17,62
4/27/15,89,9,7,20,53
4/27/15,90,19,15,24,32
4/27/15,94,14,11,39,30
4/27/15,103,12,10,41,40
4/27/15,135,26,18,49,42
4/27/15,140,18,16,61,45
4/27/15,182,12,14,89,67
4/27/15,212,13,17,98,84
4/27/15,276,24,30,143,79
4/27/15,326,27,34,172,93
4/27/15,218,30,17,86,85
4/27/15,124,15,16,35,58
4/27/15,39,7,4,13,15
4/27/15,15,2,0,6,7
4/27/15,3,0,0,3,0
4/28/15,1,0,0,1,0
4/28/15,1,0,0,1,0
4/28/15,1,0,0,0,1
4/28/15,0,0,0,0,0
4/28/15,3,0,0,0,3
4/28/15,14,2,1,4,7
4/28/15,42,10,9,6,17
4/28/15,67,8,10,17,32
4/28/15,107,18,9,20,60
4/28/15,74,5,9,24,36
4/28/15,50,12,10,11,17
4/28/15,38,12,11,5,10
4/28/15,47,7,10,15,15
4/28/15,27,4,4,6,13
4/28/15,21,6,4,6,5
4/28/15,24,3,5,10,6
4/28/15,52,5,8,31,8
4/28/15,87,12,9,49,17
4/28/15,116,8,14,69,25
4/28/15,30,3,1,14,12
4/28/15,31,5,10,12,4
4/28/15,7,2,2,2,1
4/28/15,4,0,0,4,0
4/28/15,2,0,1,1,0
4/29/15,3,1,0,2,0
4/29/15,1,0,0,1,0
4/29/15,0,0,0,0,0
4/29/15,1,0,0,1,0
4/29/15,3,0,0,0,3
4/29/15,5,0,0,1,4
4/29/15,25,4,6,7,8
4/29/15,82,9,5,18,50
4/29/15,101,14,11,17,59
4/29/15,86,12,8,23,43
4/29/15,78,13,12,25,28
4/29/15,48,12,8,13,15
4/29/15,68,17,8,27,16
4/29/15,70,17,14,17,22
4/29/15,76,7,13,35,21
4/29/15,65,4,5,30,26
4/29/15,104,19,17,40,28
4/29/15,150,22,24,74,30
4/29/15,222,29,29,113,51
4/29/15,159,19,23,52,65
4/29/15,50,9,7,20,14
4/29/15,24,0,2,12,10
4/29/15,7,0,0,0,7
4/29/15,6,1,1,2,2
4/30/15,3,1,0,1,1
4/30/15,0,0,0,0,0
4/30/15,0,0,0,0,0
4/30/15,0,0,0,0,0
4/30/15,1,0,0,1,0
4/30/15,15,1,4,2,8
4/30/15,43,12,8,5,18
4/30/15,91,8,10,17,56
4/30/15,113,16,6,21,70
4/30/15,99,7,8,33,51
4/30/15,67,15,15,18,19
4/30/15,83,21,18,16,28
4/30/15,74,7,19,20,28
4/30/15,84,19,15,29,21
4/30/15,109,17,27,38,27
4/30/15,113,11,17,45,40
4/30/15,140,12,9,77,42
4/30/15,231,21,19,111,80
4/30/15,241,27,18,125,71
4/30/15,156,12,13,70,61
4/30/15,79,11,8,33,27
4/30/15,16,1,2,7,6
4/30/15,10,0,0,6,4
4/30/15,3,1,1,1,0
5/1/15,1,0,0,1,0
5/1/15,0,0,0,0,0
5/1/15,0,0,0,0,0
5/1/15,0,0,0,0,0
5/1/15,1,0,0,0,1
5/1/15,15,2,1,4,8
5/1/15,35,4,3,8,20
5/1/15,120,9,8,18,85
5/1/15,174,16,12,39,107
5/1/15,101,15,17,21,48
5/1/15,118,10,11,48,49
5/1/15,90,20,16,29,25
5/1/15,91,10,7,34,40
5/1/15,110,8,11,49,42
5/1/15,145,17,20,68,40
5/1/15,185,15,15,99,56
5/1/15,219,17,13,133,56
5/1/15,203,13,21,112,57
5/1/15,112,12,13,47,40
5/1/15,62,11,3,27,21
5/1/15,16,0,2,6,8
5/1/15,14,2,1,7,4
5/1/15,1,1,0,0,0
5/1/15,4,0,0,4,0
5/2/15,3,0,1,2,0
5/2/15,0,0,0,0,0
5/2/15,1,0,0,1,0
5/2/15,1,0,0,1,0
5/2/15,3,1,0,1,1
5/2/15,23,7,10,4,2
5/2/15,52,11,12,17,12
5/2/15,110,22,28,38,22
5/2/15,218,21,29,97,71
5/2/15,298,31,27,114,126
5/2/15,315,28,28,140,119
5/2/15,325,21,23,142,139
5/2/15,336,25,24,177,110
5/2/15,294,26,28,129,111
5/2/15,331,29,23,154,125
5/2/15,305,28,23,101,153
5/2/15,215,29,15,64,107
5/2/15,133,14,15,46,58
5/2/15,89,10,9,33,37
5/2/15,30,1,2,8,19
5/2/15,6,1,0,2,3
5/2/15,1,0,0,1,0
5/2/15,5,0,0,0,5
5/2/15,0,0,0,0,0
5/3/15,0,0,0,0,0
5/3/15,0,0,0,0,0
5/3/15,0,0,0,0,0
5/3/15,1,0,0,1,0
5/3/15,1,0,0,0,1
5/3/15,13,3,2,4,4
5/3/15,42,6,12,19,5
5/3/15,73,18,14,28,13
5/3/15,175,33,12,94,36
5/3/15,243,21,32,113,77
5/3/15,304,29,26,137,112
5/3/15,322,28,21,154,119
5/3/15,374,29,23,151,171
5/3/15,409,22,26,187,174
